序号,招聘信息ID,企业名称,企业类型,招聘岗位,薪资范围,招募类型,期望学历,工作年数,招募人数,岗位类型,技能需求,公司地址,工作福利
283,	1505829676784943104,佛山市小羽智能科技有限公司,"['电子商务', '互联网']",嵌入式软件工程师,"[10000, 15000]",全职,本科,不限,2,"['技术方案', '架构设计', '系统开发', '技术总结', '专利申请']","['机器人技术', '专家系统', '数据建模', '数据计算']",广东省深圳市,"['五险一金', '交通补贴', '餐饮补贴', '绩效奖金', '年终奖金', '弹性工作', '专业培训']"
284,	1505817661383245824,广州西麦科技股份有限公司,"['电子商务', '互联网']",算法工程师,"[3500, 8000]",全职,大专,不限,2,"['图像处理', '数据收集', '数据标注', '数据清洗', '功能测试']","['数据分析', '数据采集', '数据可视化', '数据挖掘']",广东省广州市,"['五险一金', '专业培训', '绩效奖金', '年终奖金', '弹性工作']"
285,	1505812435586646016,青木数字技术股份有限公司,"['电子商务', '互联网']",电商数据分析师,"[3500, 10000]",全职,大专,1-3年,2,"['商品数据库', '数据整合', '专业分析', '业务改善', '报表自动化']","['数据分析', '精通数据', '服务意识', '电商背景']",广东省广州市,"['五险一金', '餐饮补贴', '交通补贴', '专业培训', '弹性工作', '年终奖金', '绩效奖金']"
286,	1505811813466505216,青木数字技术股份有限公司,"['电子商务', '互联网']",电商客服专员,"[3500, 10000]",全职,大专,不限,0,"['淘宝客服', '销售服务', '售后服务', '网络购物']","['打字速度快', '善于沟通', '头脑清晰', '应变能力强', '工作细心']",广东省广州市,"['五险一金', '餐饮补贴', '交通补贴', '绩效奖金', '年终奖金', '弹性工作', '专业培训']"
287,	1504651614491901952,广州鼎捷软件有限公司,"['电子商务', '互联网']",数据实施顾问,"[3500, 10000]",全职,本科,不限,15,"['ERP', '调研分析', '系统测试', '系培培训', '上线支持']","['数据分析', '项目管理', '需求分析', '数据建模', '数据计算']",广东省广州市,"['五险一金', '交通补贴', '通讯补贴', '专业培训', '餐饮补贴', '弹性工作', '年终奖金', '绩效奖金']"
288,	1500751463561953280,广州探迹科技有限公司,['互联网'],客户专员（管培生）,"[3500, 10000]",全职,大专,不限,0,"['推广产品', '挖掘客户需求', '客户邀请', '维护客户']","['项目管理', '产品运营', '平台管理']",广东省广州市,"['五险一金', '餐饮补贴', '交通补贴', '绩效奖金', '年终奖金', '弹性工作', '专业培训']"
289,	1500742356255768576,软通动力公司,"['电子商务', '互联网']",驻场oppo-测试工程师,"[3500, 9000]",全职,大专,不限,0,"['软件测试', '功能测试', '性能测试', '兼容性', '稳定性测试']",['测试工程师'],,"['五险一金', '绩效奖金', '年终奖金', '弹性工作', '专业培训']"
290,	1500736903807369216,广东铭太信息科技有限公司,"['电子商务', '互联网']",射频工程师,"[8000, 12000]",全职,大专,不限,0,"['设计开发', '器件选型', '射频/微波测试']","['设计开发', '调试射频', '微波电路']",广东省,"['五险一金', '弹性工作', '绩效奖金', '年终奖金', '通讯补贴', '餐饮补贴', '交通补贴', '专业培训']"
291,	1500736261344854016,广东铭太信息科技有限公司,"['电子商务', '互联网']",人力资源经理,"[4000, 12000]",全职,本科,1-3年,0,"['人力资源规划', '招聘工作', '招聘制度', '招聘流程']","['通信行业', '人才库的构建', '创新能力', '熟悉劳动法']",广东省,"['五险一金', '通讯补贴', '交通补贴', '弹性工作', '专业培训', '定期体检', '年终奖金', '绩效奖金']"
292,	1499295788684148736,索信达控股有限公司,"['电子商务', '互联网']",咨询经理,"[10000, 40000]",全职,本科,3-5年,0,"['业务咨询', '项目交付', '项目BD']","['需求分析', '产品运营', '项目管理']",广东省广州市,"['五险一金', '交通补贴', '通讯补贴', '弹性工作', '年终奖金', '绩效奖金']"
293,	1495587472564944896,路米科技（山东）有限公司,['互联网'],数据标注员,"[3000, 8000]",全职,本科,不限,0,"['数据标注', '数据审核', '数据分类', '数据校对']","['数据查询', '数据采集', '数据分析', '数据探索', '数据计算']",山东省淄博市,"['五险一金', '交通补贴', '绩效奖金', '弹性工作', '年终奖金', '专业培训']"
294,	1498128515160211456,广州今宏信息科技有限公司,"['电子商务', '互联网']",实施工程师,"[4800, 8000]",全职,本科,不限,0,"['系统模型定义', '系统配置', '编写文档', '软件测试', '培训与支持']","['接口开发', '计算引擎开发', '分布式算法', '需求分析']",广东省广州市,"['五险一金', '绩效奖金', '年终奖金', '弹性工作', '交通补贴', '专业培训']"
295,	1498128430821146624,广州今宏信息科技有限公司,"['电子商务', '互联网']",JAVA开发工程师,"[4800, 8000]",全职,本科,不限,0,"['java', 'css', 'html', 'javascri']","['接口开发', '计算引擎开发', '分布式算法', '需求分析']",广东省广州市,"['五险一金', '绩效奖金', '年终奖金', '弹性工作', '交通补贴', '专业培训']"
296,	1498119536778543104,深圳市德科信息技术有限公司,"['互联网', '电子商务']",软件测试开发工程师,"[6000, 9000]",全职,本科,不限,0,"['需求分析', '测试计划', '测试用例', '效率提升', '问题反馈']","['需求分析', '系统测试', '平台管理', '产品运营']",广东省深圳市,"['五险一金', '专业培训', '弹性工作', '绩效奖金', '年终奖金']"
297,	1498118648131354624,深圳市德科信息技术有限公司,"['互联网', '电子商务']",游戏测试工程师,"[6000, 9000]",全职,本科,不限,0,"['体验游戏', '游戏测试', '剖析产品', '钻研游戏']","['需求分析', '系统测试', '平台管理', '产品运营']",广东省深圳市,"['五险一金', '绩效奖金', '年终奖金', '弹性工作', '专业培训']"
298,	1498118865987698688,深圳市德科信息技术有限公司,"['互联网', '电子商务']",软件测试工程师,"[6000, 9000]",全职,本科,不限,0,"['需求分析', '测试计划', '测试用例', '效率提升', '问题反馈']","['需求分析', '系统测试', '平台管理', '产品运营']",广东省深圳市,"['五险一金', '专业培训', '弹性工作', '绩效奖金', '年终奖金']"
299,	1495678355498991616,星徽联（上海）数据科技有限公司广州分公司,"['电子商务', '互联网']",JAVA开发,"[5000, 5000]",实习,本科,不限,4,"['JAVA开发', 'Java基础', 'MySQL', 'Vue基础']","['接口开发', '分布式算法', '安全维护', '项目管理', '需求分析']",上海市,"['五险一金', '交通补贴', '年终奖金', '绩效奖金', '弹性工作', '专业培训']"
300,	1495652137043099648,广州盛祺信息科技股份有限公司,"['电子商务', '互联网']",数据实习生,"[4500, 4500]",实习,大专,不限,0,"['数据分析', '数据更新', '数据挖掘', '系统维护', '数据托管']","['数据建模', '数据计算', '数据预处理', '数据挖掘', '数据查询']",广东省广州市,"['五险一金', '专业培训', '交通补贴', '弹性工作', '年终奖金', '绩效奖金']"
301,	1494565714886000640,广州南天电脑系统有限公司,['互联网'],Java开发工程师（广州/重庆/福州都有招聘）,"[6000, 10000]",全职,本科,不限,0,"['需求分析', '技术实现设计', '代码实现']","['需求分析', '数据计算', '数据分析', '数据采集']",广东省广州市,"['五险一金', '绩效奖金', '弹性工作', '专业培训']"
302,	1494561403477032960,广州南天电脑系统有限公司,['互联网'],数据库管理员（广州）,"[6000, 10000]",全职,大专,不限,0,['数据库管理'],"['数据查询', '数据采集', '数据分析']",广东省广州市,"['五险一金', '绩效奖金', '弹性工作', '专业培训']"
303,	1494560895295160320,广州南天电脑系统有限公司,['互联网'],网络工程师/系统工程师（广州）,"[6000, 10000]",全职,大专,不限,0,"['网络工程', '系统实施']","['系统测试', '平台管理', '数据通信']",广东省广州市,"['专业培训', '五险一金', '绩效奖金', '弹性工作']"
304,	1493425099607506944,点米网络科技股份有限公司,"['互联网', '电子商务']",百度数据标注员,"[4500, 6000]",全职,大专,不限,0,"['地图制图', '软件操作', '数据标注', '人工智能']","['机器学习', '数据查询', '数据采集', '数据分析']",山东省济南市,"['绩效奖金', '弹性工作', '专业培训', '通讯补贴']"
305,	1471751694089060352,广州广电运通信息科技有限公司,"['电子商务', '互联网']",大数据开发工程师-运通信息,"[10000, 20000]",全职,硕士,不限,2,"['大数据开发', '数据分析', 'Hadoop', 'linux']","['数据分析', '软件系统搭建', '需求分析', '数据挖掘', '数据可视化']",广东省广州市,"['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '定期体检', '弹性工作', '年终奖金', '绩效奖金', '股票期权']"
306,	1493114087687716864,成都忆享科技有限公司,"['电子商务', '互联网']",初级安服工程师,"[3000, 4500]",实习,大专,不限,0,"['设备巡检', '安全运维', '安全测试', '安全事件应急响应', '优化安全策略']","['项目管理', '数据查询', '数据建模', '数据计算']",四川省成都市,"['弹性工作', '绩效奖金']"
307,	1493104259552641024,广东奥普特科技股份有限公司,"['电子商务', '互联网']",视觉应用工程师,"[4000, 10000]",全职,大专,不限,0,"['视觉系统', '解决方案', '平台开发维护', '系统定制', '产品推广协助']","['系统测试', '系统运维', '产品设计', '项目管理']",河南省,"['五险一金', '餐饮补贴', '通讯补贴', '交通补贴', '绩效奖金', '弹性工作', '专业培训']"
308,	1493066715620311040,北京星天地信息科技有限公司,"['互联网', '电子商务']",高德地图数据编辑,"[2400, 7000]",全职,大专,不限,0,"['数据维护', '问题更正']","['数据分析', '数据计算', '数据查询']",北京市,"['五险一金', '餐饮补贴', '通讯补贴', '绩效奖金', '弹性工作', '专业培训']"
309,	1493064955967176704,江苏京东信息技术有限公司,"['电子商务', '互联网']",客服顾问,"[3380, 5000]",全职,大专,不限,0,"['客户咨询', '问题跟进', '投诉处理', '问题记录', '客户服务']",['项目管理'],江苏省,"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '年终奖金', '绩效奖金', '弹性工作']"
310,	1493062136493113344,杭州笋尖网络科技有限公司,"['互联网', '电子商务']",比价审核岗,"[4000, 5000]",全职,大专,不限,0,"['问题处理', '平台管理']",['项目管理'],浙江省杭州市,"['餐饮补贴', '专业培训', '五险一金', '绩效奖金', '弹性工作']"
311,	1493061952556105728,杭州笋尖网络科技有限公司,"['互联网', '电子商务']",直播审核岗,"[4000, 5000]",全职,大专,不限,0,"['视频审核', '问题处理']",['项目管理'],浙江省杭州市,"['餐饮补贴', '专业培训', '五险一金', '绩效奖金', '弹性工作']"
312,	1493061872331653120,杭州笋尖网络科技有限公司,"['互联网', '电子商务']",视频审核岗,"[4000, 5000]",全职,大专,不限,0,"['视频审核', '问题处理']",['项目管理'],浙江省杭州市,"['餐饮补贴', '专业培训', '五险一金', '绩效奖金', '弹性工作']"
313,	1467758425965461504,广东泰迪智能科技股份有限公司,"['互联网', '计算机软件']",客服专员,"[5000, 12000]",全职,大专,不限,3,"['市场宣传推广', '培训招生', '需求分析', '教育行业']","['需求分析', '产品运营', '项目管理']",广东省,"['绩效奖金', '员工旅游', '年终奖金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '弹性工作']"
314,	1492018398631165952,北京蓦然认知科技有限公司,['互联网'],AI平台研发工程师（实习）,"[6000, 10000]",全职,本科,不限,0,"['AI平台优化', '数据处理', '跟踪调研', '产品创新', '功能开发']","['机器学习', '数据探索', '数据查询', '数据建模', '数据计算']",北京市,"['五险一金', '通讯补贴', '绩效奖金', '弹性工作', '定期体检', '餐饮补贴', '员工旅游']"
315,	1492018500066213888,北京蓦然认知科技有限公司,['互联网'],AI算法工程师（实习）,"[6000, 10000]",全职,本科,不限,0,"['AI平台优化', '数据处理', '跟踪调研', '产品创新', '功能开发']","['机器学习', '数据探索', '数据查询', '数据建模', '数据计算']",北京市,"['五险一金', '通讯补贴', '绩效奖金', '弹性工作', '定期体检', '餐饮补贴', '员工旅游']"
316,	1491313565926293504,中国国际技术智力合作集团有限公司,"['互联网', '数据服务']",校招岗位,"[4500, 7500]",全职,大专,不限,0,"['校招', '实习生']","['产品运营', '项目管理']",甘肃省甘南藏族自治州,"['五险一金', '通讯补贴', '餐饮补贴', '绩效奖金', '弹性工作']"
